id,firstname,lastname,name,grille1,grille2,grille3,grille4,grille5
549,Marcy,Truc,Marcy Truc,43:21:1:21:21:21:23:10,40:20:47:44:27:38:35:9,19:36:6:33:24:9:39:-1,42:45:25:4:19:41:26:6,23:20:40:34:9:9:24:4
550,Meghann,Joseph,Meghann Joseph,18:25:7:11:23:18:31:5,34:5:34:17:8:16:33:7,2:4:5:46:10:11:43:8,14:11:43:15:10:4:25:8,48:39:14:15:9:5:42:7
551,Estell,Westphal,Estell Westphal,29:34:33:38:25:11:17:1,34:1:24:25:31:24:37:5,46:15:34:29:28:3:9:9,13:46:45:33:16:28:37:9,42:15:34:1:47:2:1:4
552,Glenda,Arquit,Glenda Arquit,45:4:28:16:44:16:14:-1,29:23:26:22:8:7:20:6,16:8:33:21:34:47:35:7,23:1:5:40:11:29:47:-1,42:1:25:13:34:40:44:4
553,Madelle,Ellord,Madelle Ellord,32:27:15:12:6:19:10:8,34:36:30:45:29:10:42:10,35:6:37:41:3:32:30:10,15:30:28:42:33:46:12:6,24:16:3:5:47:43:43:3
554,Kaja,Vorster,Kaja Vorster,11:9:12:23:15:45:31:7,19:49:1:42:12:37:42:1,21:17:49:17:14:13:5:5,21:30:27:32:2:3:24:3,16:20:30:48:43:39:26:8
555,Hallie,Harl,Hallie Harl,20:20:27:31:31:4:22:3,45:8:33:41:8:37:12:4,10:7:20:4:33:34:38:8,4:15:22:49:22:24:9:5,48:37:2:40:41:29:48:2
556,Agnese,Grobe,Agnese Grobe,15:13:33:32:30:32:16:3,25:12:15:41:5:47:23:2,40:26:28:25:20:2:28:7,3:19:17:36:21:4:19:2,32:43:25:23:36:27:20:7
557,Myrtice,Wadell,Myrtice Wadell,31:2:32:20:11:30:48:6,17:21:32:24:28:28:30:1,5:17:16:15:20:26:25:6,9:2:20:37:16:36:49:2,1:6:22:48:1:49:20:2
558,Evaleen,Guthrie,Evaleen Guthrie,16:16:40:27:7:39:10:8,4:48:30:44:2:24:7:9,48:16:36:4:40:16:34:7,21:17:32:26:2:29:31:8,1:11:28:18:40:5:37:1
559,Isa,Pierette,Isa Pierette,10:37:13:25:35:37:33:8,16:23:25:15:35:36:22:7,19:9:6:20:23:16:5:9,31:1:43:30:2:8:45:9,15:13:3:20:16:19:27:10
560,Bobbi,Han,Bobbi Han,46:9:5:20:2:14:22:-1,28:30:8:38:35:12:47:6,1:46:17:14:40:31:15:10,19:27:7:37:40:28:34:9,35:5:33:10:17:6:5:10
561,Latisha,Mintz,Latisha Mintz,5:36:12:43:33:11:9:6,22:30:7:27:39:26:31:3,26:8:26:22:5:44:13:6,23:40:48:1:1:31:27:5,29:44:32:32:18:38:43:6
562,Delilah,Erskine,Delilah Erskine,6:44:15:21:43:40:19:7,9:38:19:38:25:43:25:8,9:25:33:34:22:22:19:10,44:14:12:40:28:49:3:8,33:23:17:29:10:26:30:6
563,Feliza,Oriana,Feliza Oriana,43:7:31:49:41:23:11:6,10:20:8:49:7:40:33:8,36:40:12:48:44:30:25:4,42:17:23:3:1:19:33:-1,49:44:26:22:49:27:6:1
564,Juliane,Joeann,Juliane Joeann,42:3:46:14:38:29:19:5,23:18:49:32:26:39:25:-1,24:35:35:11:18:31:14:3,36:13:1:4:28:34:14:10,49:2:38:46:38:26:37:9
565,Delilah,Adamsen,Delilah Adamsen,31:38:25:35:2:27:8:1,15:21:12:37:25:43:33:5,7:40:49:10:48:3:14:6,43:12:39:25:39:46:48:-1,29:17:25:19:28:13:16:-1
566,Minda,Bearnard,Minda Bearnard,37:28:9:46:16:25:24:5,9:7:27:27:19:10:17:6,27:29:46:12:1:38:6:9,26:46:45:49:14:14:12:10,26:38:18:21:5:33:43:1
567,Demetris,Dulciana,Demetris Dulciana,15:40:33:21:25:47:40:1,13:35:14:9:1:32:32:1,2:25:20:5:36:1:34:10,39:24:36:43:38:17:18:10,27:33:24:45:5:9:10:1
568,Teddie,Agle,Teddie Agle,34:6:2:24:13:20:9:-1,37:46:6:7:29:35:10:4,45:26:15:6:40:17:12:-1,18:5:17:36:43:6:35:2,12:1:28:47:45:22:18:3
569,Elka,Ioab,Elka Ioab,7:18:47:48:17:34:36:7,22:23:21:21:43:7:25:5,44:1:3:47:43:46:18:10,27:25:12:24:18:7:28:6,31:25:20:44:49:6:29:-1
570,Brynna,Haerr,Brynna Haerr,9:9:39:44:8:35:14:4,39:47:14:47:26:4:48:1,44:22:24:4:13:39:38:6,31:11:35:29:38:6:29:-1,30:32:36:38:29:26:7:-1
571,Dyann,Idelia,Dyann Idelia,34:45:41:29:15:48:25:1,27:29:35:20:49:33:43:2,7:13:22:20:36:48:13:2,9:11:5:39:30:19:43:8,3:14:8:10:27:42:3:9
572,Alisha,Orelee,Alisha Orelee,44:41:4:7:36:23:2:4,8:44:4:17:48:29:36:2,7:3:30:16:20:24:12:7,8:48:39:20:2:6:42:-1,49:24:36:45:32:46:9:2
573,Gusty,Jenness,Gusty Jenness,31:46:22:37:9:39:44:5,34:27:34:36:17:36:45:9,3:9:34:24:26:39:34:3,31:17:39:16:1:34:7:5,20:20:23:2:14:33:5:1
574,Jillayne,Talia,Jillayne Talia,33:11:29:8:14:12:47:9,42:23:20:19:49:21:43:9,41:43:4:6:7:7:9:9,38:6:10:10:26:19:40:2,29:11:15:9:34:39:31:8
575,Larine,Duwalt,Larine Duwalt,19:48:47:39:34:29:14:7,13:42:32:33:33:49:45:4,47:46:14:35:12:42:43:10,49:14:15:15:2:10:38:7,44:38:41:31:21:11:3:5
576,Johna,Hessler,Johna Hessler,6:16:13:11:34:2:47:1,31:15:15:29:15:46:34:2,37:15:12:36:10:41:44:-1,1:21:41:43:31:10:10:2,43:26:3:13:42:12:1:1
577,Cassandra,McNully,Cassandra McNully,21:45:19:15:13:15:27:5,8:4:10:6:36:18:35:-1,33:44:1:30:3:39:24:8,6:35:38:43:2:42:4:2,15:31:40:37:7:2:27:9
578,Rosanne,Borrell,Rosanne Borrell,41:7:15:7:43:16:6:3,8:35:10:10:24:18:2:9,38:5:16:36:48:18:4:10,6:14:8:36:46:32:9:1,33:32:42:47:5:14:25:1
579,Kenna,Gemini,Kenna Gemini,15:15:36:36:38:1:23:3,10:49:24:45:4:2:33:3,33:38:41:32:7:5:23:9,16:4:18:8:13:45:32:1,43:24:3:43:35:4:24:6
580,Aubrie,Amasa,Aubrie Amasa,19:42:40:45:26:21:17:7,24:44:5:18:26:10:15:1,4:44:25:49:46:28:45:2,31:6:8:44:46:11:23:8,42:7:3:36:5:6:47:4
581,Shaylyn,Aprile,Shaylyn Aprile,49:41:33:30:49:23:32:-1,46:29:15:25:43:10:45:8,4:10:16:22:35:44:7:8,46:29:45:14:34:23:48:4,31:30:43:31:24:14:48:7
582,Kerrin,Laverne,Kerrin Laverne,33:5:12:23:6:43:31:-1,40:14:30:22:40:23:21:-1,19:31:11:14:43:18:39:-1,11:16:16:34:2:25:18:7,23:36:34:10:26:44:45:2
583,Dorthy,Tengdin,Dorthy Tengdin,45:7:2:14:42:32:46:10,29:35:24:26:25:2:45:7,22:27:18:27:1:4:5:2,33:39:34:4:8:35:44:6,15:39:18:25:36:30:10:1
584,Ana,Publia,Ana Publia,1:30:32:44:35:30:32:4,43:21:13:35:38:11:35:2,33:37:16:6:16:23:32:2,31:49:26:35:40:15:24:2,37:47:37:4:46:38:48:5
585,Yvonne,Nester,Yvonne Nester,47:29:2:37:20:12:44:6,5:38:12:42:27:1:12:2,30:2:49:10:14:14:49:9,28:15:11:45:7:31:4:6,3:31:4:47:4:20:19:3
586,Augustine,Buckler,Augustine Buckler,30:32:13:26:11:6:36:6,17:13:2:26:3:6:32:8,31:36:44:10:6:23:9:4,25:13:42:16:33:13:44:2,45:36:13:39:38:29:33:7
587,Tomasina,Hunfredo,Tomasina Hunfredo,12:25:12:10:25:7:8:6,32:29:32:22:30:17:44:-1,11:4:13:36:25:25:34:-1,37:28:7:32:3:36:36:9,7:46:19:43:41:5:49:5
588,Dania,Ietta,Dania Ietta,48:28:20:7:2:5:12:6,31:32:18:26:18:34:14:9,4:43:11:39:23:39:48:10,40:38:11:11:30:26:30:10,38:19:8:3:38:10:5:7
589,Vere,Sawtelle,Vere Sawtelle,10:30:48:39:8:5:2:3,44:20:21:49:38:34:27:3,21:2:30:40:34:13:6:4,28:25:14:47:31:35:21:1,42:39:31:43:18:37:16:8
590,Paola,Waldron,Paola Waldron,47:15:13:23:16:11:36:3,30:35:35:9:24:24:32:5,32:14:2:37:10:2:29:7,35:3:12:2:31:25:12:9,11:24:14:38:45:16:18:-1
591,Catrina,Helfand,Catrina Helfand,1:46:30:1:9:34:35:2,37:34:15:46:48:11:31:7,7:17:33:10:23:24:45:-1,10:37:2:37:31:33:22:8,27:40:21:38:28:4:14:4
592,Dari,Suk,Dari Suk,47:18:37:28:13:43:31:2,9:33:36:40:37:37:1:1,1:13:14:17:43:42:32:6,43:9:34:48:14:24:9:8,44:30:10:28:16:14:47:1
593,Lulita,Poll,Lulita Poll,21:48:7:32:36:3:15:4,16:14:32:6:25:3:20:8,25:37:14:30:40:28:22:-1,21:25:13:44:24:40:30:1,1:21:7:46:8:26:23:2
594,Phylis,Nerita,Phylis Nerita,20:33:17:37:29:2:34:2,25:21:11:6:11:21:7:4,15:2:38:4:47:23:47:8,2:38:37:39:34:37:15:7,33:31:49:41:27:25:38:4
595,Nikki,Desai,Nikki Desai,21:3:42:21:11:1:3:8,13:41:6:13:12:47:33:10,18:40:25:10:14:21:22:-1,23:1:31:6:46:8:44:1,48:33:6:23:26:29:33:4
596,Kara-Lynn,Skell,Kara-Lynn Skell,35:21:42:8:30:27:20:7,9:33:39:33:24:28:2:4,45:16:10:24:12:5:12:-1,35:13:6:9:34:15:46:10,9:19:35:13:47:47:20:1
597,Selma,Goerke,Selma Goerke,39:12:15:6:13:41:3:3,49:16:1:14:1:4:36:9,23:27:28:32:37:28:25:3,9:10:10:20:1:46:22:4,30:6:23:43:43:40:5:3
598,Xylina,Cookie,Xylina Cookie,30:40:4:47:35:12:40:5,47:49:48:21:16:24:5:3,11:14:33:15:31:44:11:1,46:33:36:5:26:46:9:6,44:6:47:42:19:11:6:8
599,Melodie,Arquit,Melodie Arquit,41:23:7:5:31:6:47:6,12:14:40:1:38:17:19:3,25:31:9:13:36:42:39:3,11:15:2:40:9:44:49:8,19:42:22:6:22:22:45:2
600,Quintina,Koehler,Quintina Koehler,33:41:2:23:15:28:4:3,38:30:14:14:15:3:19:8,37:32:13:3:5:39:33:-1,28:30:16:28:36:17:42:3,34:41:23:13:33:1:40:7
601,Rivalee,Couture,Rivalee Couture,23:2:4:47:45:24:32:3,6:39:33:48:41:40:34:3,32:24:33:16:8:3:42:5,15:39:10:6:36:33:24:4,18:45:49:4:29:28:9:5
602,Brandise,Kelula,Brandise Kelula,44:20:27:49:12:28:23:5,37:33:17:28:5:8:12:7,24:35:6:44:27:16:26:9,23:28:3:19:34:17:31:5,20:27:30:25:29:9:16:6
603,Rosanne,Tarrant,Rosanne Tarrant,20:30:48:19:25:42:17:10,27:23:49:37:29:30:30:4,26:42:49:33:33:44:49:6,40:14:4:46:8:5:26:6,11:35:26:8:5:33:34:1
604,Carmencita,Kinnard,Carmencita Kinnard,44:12:14:9:5:43:26:6,28:48:24:33:31:32:47:10,3:23:43:31:47:2:3:7,43:41:33:24:13:8:31:9,16:37:43:3:16:49:43:3
605,Ashlee,Koehler,Ashlee Koehler,35:12:32:29:32:29:27:2,47:5:10:42:49:11:39:8,6:16:3:12:36:13:29:5,4:46:45:49:17:8:44:6,42:23:1:12:15:7:40:-1
606,Bee,Audly,Bee Audly,24:19:27:21:38:10:16:5,22:48:41:14:28:2:19:5,42:47:38:21:37:9:8:6,15:38:35:46:9:41:15:10,39:47:33:9:38:38:22:6
607,Fanny,Liva,Fanny Liva,41:10:3:3:48:41:17:8,11:16:43:34:9:42:34:9,8:45:14:48:10:26:49:3,27:20:38:33:33:41:31:7,15:19:34:23:16:46:40:3
608,Christian,Yorick,Christian Yorick,30:17:26:12:35:44:7:6,29:28:12:5:16:15:47:10,37:13:27:10:11:33:48:1,37:24:16:44:26:29:6:2,28:46:40:33:28:42:30:3
609,Jany,Ranjiv,Jany Ranjiv,34:46:38:31:22:36:33:2,1:46:1:41:19:15:32:1,39:18:14:32:16:22:21:7,36:6:44:30:44:13:30:7,25:44:3:6:19:44:47:8
610,Theodora,Zenas,Theodora Zenas,45:19:28:35:17:16:14:10,36:22:47:24:43:16:19:2,8:1:8:9:29:45:12:9,49:1:25:40:25:19:29:7,22:20:45:40:1:16:37:10
611,Violet,Behre,Violet Behre,34:26:7:30:2:21:24:10,9:38:46:36:26:16:33:6,30:34:17:11:16:16:7:1,25:27:38:8:24:19:10:7,28:48:19:31:41:4:36:3
612,Rosabelle,Roxanna,Rosabelle Roxanna,25:21:8:33:4:10:9:4,11:13:48:34:9:9:9:1,7:2:1:1:40:12:48:6,25:48:31:20:49:36:18:7,45:3:25:3:18:11:46:7
613,Eugine,Ruvolo,Eugine Ruvolo,25:49:37:28:35:36:47:2,16:45:5:26:18:20:33:4,45:36:46:11:14:24:12:9,21:4:22:33:48:25:29:4,8:32:2:6:40:26:2:5
614,Anthia,Neva,Anthia Neva,44:35:31:12:30:22:12:4,18:21:37:15:22:43:33:4,29:15:45:27:25:34:3:10,47:19:23:16:38:1:29:3,1:18:23:13:28:35:30:7
615,Jerry,Mayeda,Jerry Mayeda,49:38:14:32:17:42:1:7,19:43:45:11:16:12:22:6,42:49:43:6:9:13:21:2,38:6:34:17:19:20:4:9,38:48:47:15:42:47:13:1
616,Adele,Cleavland,Adele Cleavland,18:40:32:40:4:23:24:4,14:21:48:48:21:13:34:8,41:9:8:41:46:41:36:10,32:39:7:28:31:17:26:5,17:37:41:2:24:5:48:9
617,Gavrielle,Frodi,Gavrielle Frodi,44:29:26:18:47:43:17:10,3:35:46:5:28:49:41:8,36:16:35:4:29:34:48:3,6:39:48:9:23:21:40:9,34:2:39:24:27:32:47:9
618,Ilse,Verger,Ilse Verger,24:35:40:8:34:29:10:4,25:1:30:24:44:27:8:10,3:5:9:48:21:9:3:5,19:16:5:35:5:47:10:4,1:13:16:21:19:46:13:3
619,Mireielle,Geffner,Mireielle Geffner,26:4:49:9:5:16:25:9,35:46:6:24:25:18:35:8,18:11:19:33:17:11:25:5,3:23:45:27:28:3:4:1,1:12:26:39:49:22:7:5
620,Tracey,Boehike,Tracey Boehike,14:45:31:26:11:2:23:8,30:24:12:13:44:14:13:3,1:5:37:24:41:1:40:2,30:30:6:25:20:25:28:4,37:22:44:40:28:39:29:1
621,Lila,Lowry,Lila Lowry,35:38:5:15:10:13:19:3,45:11:10:17:34:10:4:6,43:48:3:39:5:49:3:10,16:1:43:35:2:46:32:-1,24:37:17:41:39:38:18:10
622,Marti,Tybald,Marti Tybald,25:24:46:39:13:43:47:1,19:41:45:24:35:43:14:8,5:42:10:28:41:14:15:7,23:21:10:27:41:17:21:5,49:6:37:42:26:41:32:10
623,Emmey,Delacourt,Emmey Delacourt,29:21:22:32:11:25:37:-1,30:4:41:30:29:45:5:5,28:33:35:5:37:22:9:7,46:6:36:37:14:39:47:7,41:14:20:16:13:33:19:2
624,Cissiee,Belldas,Cissiee Belldas,5:44:47:48:36:43:27:4,42:18:3:6:42:24:6:7,12:19:38:37:16:16:14:1,10:12:5:36:13:28:13:10,15:24:23:13:30:45:4:2
625,Blondelle,Mott,Blondelle Mott,14:6:33:21:45:43:36:9,49:18:41:34:9:20:35:3,31:19:12:29:45:30:46:5,30:9:21:4:9:48:16:5,40:4:33:44:29:3:49:5
626,Lulita,Saint,Lulita Saint,13:45:40:32:22:41:35:1,8:1:18:20:19:9:41:-1,28:16:8:8:6:47:10:4,27:4:18:1:41:1:34:2,36:43:48:4:25:46:1:10
627,Caritta,Payson,Caritta Payson,36:24:35:22:40:6:3:3,13:14:43:47:46:14:28:3,17:28:20:6:45:14:31:4,11:39:19:14:44:30:27:2,38:21:18:14:49:9:6:4
628,Elsie,Ovid,Elsie Ovid,3:43:36:24:35:27:27:-1,40:45:19:16:3:11:39:5,16:19:4:33:19:20:42:-1,43:48:27:38:16:15:36:7,14:9:19:5:8:48:20:3
629,Mathilda,Carmena,Mathilda Carmena,47:36:36:28:45:1:18:9,49:3:1:28:31:27:23:2,16:37:33:16:49:3:35:7,25:16:36:28:6:14:26:10,45:13:40:9:9:25:23:-1
630,Candy,Wu,Candy Wu,7:22:5:39:44:35:29:6,44:19:25:47:12:15:24:1,48:12:42:29:17:6:46:1,19:20:3:37:7:26:48:1,11:22:13:8:16:11:41:9
631,Dolli,Norvol,Dolli Norvol,38:22:17:34:8:28:6:4,14:31:42:36:30:11:21:1,43:12:8:33:10:46:42:3,38:33:38:34:3:11:28:9,9:13:33:19:8:29:18:8
632,Paola,Ioab,Paola Ioab,38:49:23:2:36:9:4:5,26:42:34:48:6:11:17:10,31:26:44:46:20:1:23:6,36:39:44:14:4:40:16:-1,38:44:27:6:45:33:34:2
633,Kristan,Neva,Kristan Neva,23:23:22:1:9:12:47:-1,45:33:8:27:34:35:5:3,31:23:49:13:41:34:21:9,32:28:44:8:7:27:1:7,46:36:44:40:28:28:44:2
634,Clo,Bivins,Clo Bivins,37:26:7:7:41:42:27:10,39:29:47:10:6:41:20:6,14:31:20:4:43:17:11:10,25:43:25:19:21:9:46:8,48:3:23:9:33:4:33:3
635,Keelia,Adamsen,Keelia Adamsen,39:23:34:23:32:2:19:2,45:46:9:46:1:31:39:5,40:27:8:22:32:19:26:6,37:29:37:45:45:12:24:2,32:28:41:40:3:2:8:5
636,Kate,Killigrew,Kate Killigrew,17:17:38:18:47:46:40:10,36:48:16:11:18:14:11:6,26:48:16:8:15:41:1:5,46:9:5:11:28:21:9:1,16:11:5:33:46:38:10:1
637,Adore,Baylor,Adore Baylor,19:22:18:35:48:39:12:7,1:30:3:5:47:25:31:6,16:21:46:33:43:2:5:5,24:42:18:29:20:6:8:10,24:39:13:30:10:29:25:3
638,Bill,Center,Bill Center,10:19:29:41:47:43:2:4,34:32:10:1:4:6:5:9,6:9:35:45:24:39:5:2,34:41:20:19:35:5:33:6,48:4:25:16:26:37:31:1
639,Sharai,Ogren,Sharai Ogren,41:35:18:43:32:27:49:8,23:18:27:39:49:38:20:5,42:43:25:9:12:42:32:7,13:38:43:6:47:39:33:5,43:25:24:32:4:47:12:5
640,Brianna,Madox,Brianna Madox,43:7:25:44:25:21:2:9,24:44:44:32:28:36:25:-1,39:47:3:27:3:39:1:-1,22:14:14:42:19:38:44:7,35:47:47:26:29:26:14:7
641,Angela,Vernier,Angela Vernier,1:3:37:24:39:10:27:1,14:14:28:2:18:23:45:2,13:37:39:33:43:32:19:8,32:20:16:45:49:43:32:7,39:14:44:45:20:29:44:3
642,Concettina,Trinetta,Concettina Trinetta,49:26:21:28:29:45:39:9,1:14:14:11:13:2:39:8,12:31:6:36:7:33:35:8,22:20:20:8:8:40:13:3,19:1:2:19:21:16:34:8
643,Sharai,Norvol,Sharai Norvol,31:42:6:46:6:21:8:2,4:17:13:45:38:44:37:1,10:19:48:3:30:27:19:3,19:45:42:33:41:47:49:10,33:39:26:7:7:15:37:8
644,Rori,Vacuva,Rori Vacuva,2:29:21:43:3:42:2:1,21:37:16:35:39:44:4:3,30:22:39:21:29:21:45:6,11:26:1:35:39:43:40:1,1:2:19:24:48:41:46:7
645,Fred,Ricarda,Fred Ricarda,28:14:20:14:23:8:20:8,5:44:45:30:31:47:15:5,28:29:3:13:7:16:1:3,26:28:6:8:22:32:26:9,6:11:33:49:31:31:1:4
646,Tilly,Torray,Tilly Torray,46:20:17:42:34:3:30:5,49:30:27:44:49:29:23:6,25:10:6:2:14:2:31:10,28:45:41:35:2:25:27:2,6:33:45:35:40:24:24:-1
647,Kore,Kirstin,Kore Kirstin,20:22:22:13:46:16:38:-1,13:2:42:15:36:11:20:9,18:44:17:31:42:29:10:9,3:22:41:15:43:24:31:9,46:40:39:24:42:25:33:1
648,Flory,Charity,Flory Charity,42:35:21:5:46:13:40:-1,45:36:7:26:47:1:33:5,30:34:7:49:1:30:16:3,37:35:13:28:45:18:43:8,37:13:23:44:21:31:19:4
649,Susette,Colleen,Susette Colleen,10:37:25:2:28:32:36:4,39:23:35:47:40:18:36:3,24:8:37:35:41:31:11:4,45:3:34:49:47:40:35:5,6:33:1:30:47:46:33:6
650,Michaelina,Wattenberg,Michaelina Wattenberg,16:38:30:47:5:32:13:3,39:12:27:36:46:43:13:5,20:25:22:38:17:48:27:1,6:34:25:43:16:48:44:9,1:43:26:34:11:33:37:2
651,Pollyanna,Wareing,Pollyanna Wareing,32:5:6:18:7:11:39:4,16:7:48:48:42:49:26:6,31:3:33:8:2:43:21:7,2:10:18:37:10:28:19:9,18:35:40:46:29:47:46:9
652,Gianina,Pillsbury,Gianina Pillsbury,2:31:14:26:25:34:19:7,33:49:1:46:37:41:41:3,34:3:30:21:2:48:17:6,23:5:21:33:46:48:29:5,26:30:38:16:20:29:38:8
653,Elise,Hartnett,Elise Hartnett,43:25:29:11:48:35:38:5,42:48:32:46:34:11:48:-1,42:31:6:15:12:39:17:4,34:48:15:35:2:17:18:10,41:1:23:47:15:9:35:10
654,Yolane,Dielu,Yolane Dielu,19:41:13:12:29:46:49:-1,14:42:22:15:36:29:49:8,33:47:4:44:36:25:13:4,1:19:29:46:20:3:23:-1,23:16:14:39:42:21:27:10
655,Eolanda,Rebecka,Eolanda Rebecka,21:48:4:43:4:41:38:10,31:33:15:9:48:35:16:4,46:36:27:14:23:49:37:1,7:6:31:17:12:31:8:9,30:37:23:47:7:40:36:-1
656,Valli,Daniele,Valli Daniele,7:20:47:33:35:32:9:6,41:45:46:39:32:3:13:7,4:34:32:2:38:3:42:9,9:2:35:23:36:14:16:8,45:34:29:22:44:16:4:8
657,Wendi,Arvo,Wendi Arvo,47:15:23:10:21:36:16:1,28:9:8:46:42:22:18:10,48:34:34:15:2:27:46:5,42:14:41:23:15:1:41:2,30:12:22:9:15:32:29:9
658,Jsandye,Bobbee,Jsandye Bobbee,29:16:41:3:26:7:7:4,13:12:33:41:39:19:18:2,6:32:9:14:49:26:32:4,28:2:14:10:7:3:6:2,6:22:48:20:40:3:6:4
659,Marinna,Kinnard,Marinna Kinnard,6:16:1:43:6:20:5:1,40:3:42:49:34:35:22:8,13:21:26:1:26:44:47:5,38:42:41:34:31:29:48:10,11:40:20:4:11:38:30:2
660,Deirdre,Gavrila,Deirdre Gavrila,38:31:31:41:30:38:39:1,16:33:14:17:45:29:46:6,25:5:16:26:37:12:19:3,35:3:48:40:39:49:33:2,33:3:13:13:41:23:7:-1
661,Linet,Janith,Linet Janith,43:27:17:3:35:5:40:4,17:17:25:11:45:49:31:4,44:35:27:39:41:32:11:-1,44:37:6:8:12:35:44:6,2:41:47:30:8:40:9:1
662,Jasmina,Edison,Jasmina Edison,24:6:8:9:38:36:35:3,35:32:34:8:8:11:43:8,33:49:42:28:43:5:29:10,10:21:5:47:42:24:1:4,38:20:39:26:38:44:7:8
663,Taffy,Auberbach,Taffy Auberbach,39:4:8:16:20:37:20:-1,34:20:28:6:49:22:25:-1,43:12:1:3:22:12:20:9,7:40:27:11:43:21:32:-1,17:1:48:20:27:45:41:7
664,Madeleine,Afton,Madeleine Afton,36:41:35:29:15:24:23:8,21:6:15:2:49:26:46:4,13:12:40:19:11:28:10:5,13:24:34:46:16:43:4:9,7:21:26:9:45:10:22:7
665,Leontine,Vivle,Leontine Vivle,4:4:21:12:38:14:42:9,1:19:16:12:43:1:47:3,28:4:47:45:39:8:42:6,31:2:17:42:14:6:3:9,39:33:34:18:45:5:38:10
666,Jessamyn,Karylin,Jessamyn Karylin,31:7:34:3:29:5:33:10,34:11:6:44:40:11:24:10,21:8:44:15:34:13:13:8,42:20:20:28:32:12:49:10,42:35:31:4:5:45:43:2
667,Alleen,Kenwood,Alleen Kenwood,43:26:49:42:42:2:4:4,20:31:48:25:2:9:48:3,8:42:19:46:1:20:38:10,9:24:31:31:47:29:5:7,15:25:21:6:43:11:12:9
668,Emelina,Byrne,Emelina Byrne,23:32:27:41:42:9:5:9,47:12:43:30:31:42:5:2,43:9:7:2:29:43:49:8,7:43:22:37:46:23:7:10,37:12:1:38:11:21:17:4
669,Di,Pattin,Di Pattin,27:16:30:36:37:29:18:9,42:49:8:27:29:45:28:2,41:37:45:24:6:46:21:1,42:46:15:35:34:12:40:-1,37:20:42:12:37:10:2:9
670,Letizia,Fairweather,Letizia Fairweather,16:27:18:22:12:32:46:2,41:35:9:6:14:16:39:7,36:39:39:39:46:29:21:8,9:47:16:11:16:33:2:2,31:20:37:32:41:15:12:7
671,Heddie,Faso,Heddie Faso,33:24:19:13:34:22:3:6,31:48:22:5:10:47:20:10,20:22:35:19:4:48:4:2,12:18:28:1:30:7:4:9,19:23:30:42:24:49:13:8
672,Lily,Arley,Lily Arley,14:12:46:33:19:24:35:9,14:33:39:46:24:2:12:3,36:28:43:28:17:16:43:2,8:31:13:21:31:45:49:4,10:6:35:42:16:18:49:8
673,Jessamyn,Goth,Jessamyn Goth,47:36:27:49:19:41:27:4,23:31:14:42:23:4:5:-1,18:2:2:36:15:45:7:-1,20:32:18:36:37:1:30:9,11:46:4:16:11:14:41:2
674,Jessamyn,Abernon,Jessamyn Abernon,10:32:7:34:37:39:38:5,21:42:22:33:43:18:34:10,32:21:24:24:23:4:44:3,41:4:2:20:41:44:43:1,26:37:21:8:10:16:24:1
675,Donetta,Cottle,Donetta Cottle,28:41:47:35:48:16:48:6,34:18:24:27:12:8:9:5,20:37:6:16:10:28:10:5,39:34:1:46:38:10:48:3,40:49:15:38:7:20:49:3
676,Sashenka,Wittie,Sashenka Wittie,47:46:34:30:49:10:36:1,11:3:10:5:20:43:29:4,31:29:7:13:4:19:38:7,8:20:6:23:36:9:32:3,12:36:15:31:42:43:13:6
677,Lesly,Garrison,Lesly Garrison,47:40:12:26:35:46:32:2,20:39:31:17:41:21:18:9,48:7:14:32:47:49:44:2,13:1:13:9:29:13:35:9,45:35:5:20:29:36:44:3
678,Zaria,Johanna,Zaria Johanna,19:46:49:26:1:30:33:8,39:46:7:25:38:43:5:3,34:33:21:41:46:15:34:-1,15:29:20:43:28:47:47:10,23:36:34:35:19:11:26:5
679,Rhoda,Ahab,Rhoda Ahab,48:43:31:39:8:9:7:8,4:43:33:17:8:13:30:5,16:16:22:26:34:38:5:8,15:3:26:21:2:21:46:2,46:36:25:40:3:47:8:9
680,Genovera,Tryck,Genovera Tryck,49:3:19:1:2:19:31:8,18:2:39:19:30:47:5:8,16:42:29:20:48:3:3:2,31:9:29:27:26:42:49:10,5:4:37:8:38:43:30:-1
681,Doro,Erb,Doro Erb,7:4:25:40:4:19:21:2,25:3:29:44:5:31:42:6,44:8:6:2:46:2:17:9,39:45:10:15:2:19:42:5,2:16:41:17:45:10:6:7
682,Sadie,Merat,Sadie Merat,15:7:41:40:40:49:15:10,37:49:4:2:33:2:49:2,25:21:14:17:17:21:41:10,37:36:40:31:35:36:30:9,26:38:22:20:32:24:11:2
683,Berta,Juan,Berta Juan,16:1:48:41:30:26:36:-1,41:32:29:3:30:19:42:7,23:38:26:42:25:11:44:5,40:24:23:9:25:49:1:9,43:22:23:20:7:37:36:2
684,Mireielle,Tayib,Mireielle Tayib,6:38:14:1:17:42:1:-1,27:12:43:16:8:45:27:6,36:21:31:12:14:4:34:8,44:40:30:16:36:15:25:2,47:45:26:34:24:7:18:6
685,Ninnetta,Evangelia,Ninnetta Evangelia,1:3:32:44:3:4:48:4,13:11:44:16:9:28:4:9,34:23:38:32:18:21:36:8,39:41:32:34:28:39:4:3,16:1:38:27:13:19:43:6
